,Position,Artist,Streams,URL,Year,Month,Day,Track Name
55,56,Aminé,6744420,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017,02,17,Caroline
56,57,Bebe Rexha,6690526,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017,02,17,I Got You
57,58,Jax Jones,6688544,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,2017,02,17,You Don't Know Me - Radio Edit
58,59,Twenty One Pilots,6654496,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017,02,17,Heathens
59,60,J Balvin,6642647,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017,02,17,Safari
60,61,Shawn Mendes,6482185,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017,02,17,Treat You Better
61,62,The Chainsmokers,6421412,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017,02,17,All We Know
62,63,Alessia Cara,6371408,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017,02,17,Scars To Your Beautiful
63,64,Ed Sheeran,6245784,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017,02,17,Photograph
64,65,Big Sean,6181577,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,2017,02,17,Moves
65,66,Isaiah,6178555,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017,02,17,It's Gotta Be You
66,67,Ed Sheeran,6174168,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017,02,17,Thinking out Loud
67,68,The Chainsmokers,6112032,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017,02,17,Don't Let Me Down
68,69,Big Sean,6071785,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8,2017,02,17,No Favors
69,70,Justin Timberlake,6002279,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017,02,17,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
70,71,Luke Christopher,5929476,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,2017,02,17,Lot to Learn
71,72,Little Mix,5872415,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,2017,02,17,Touch
72,73,DRAM,5790153,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017,02,17,Broccoli (feat. Lil Yachty)
73,74,The Weeknd,5761506,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2017,02,17,Party Monster
74,75,Jonas Blue,5753026,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017,02,17,By Your Side
75,76,Noah Cyrus,5715717,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017,02,17,Make Me (Cry)
76,77,Olivia Holt,5609028,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,2017,02,17,History
77,78,Ricky Martin,5607839,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017,02,17,Vente Pa' Ca
78,79,Lady Gaga,5453617,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,2017,02,17,Million Reasons
79,80,Charlie Puth,5448356,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017,02,17,We Don't Talk Anymore
80,81,JP Cooper,5442749,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,2017,02,17,September Song
81,82,IAmChino,5298454,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017,02,17,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)"
82,83,Twenty One Pilots,5191243,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017,02,17,Stressed Out
83,84,Hearts & Colors,5166457,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017,02,17,Lighthouse - Andrelli Remix
84,85,Wisin,5165316,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017,02,17,Vacaciones
85,86,NEIKED,5149417,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017,02,17,Sexual
86,87,Mike Posner,5133553,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017,02,17,I Took A Pill In Ibiza - Seeb Remix
87,88,Piso 21,5006050,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,2017,02,17,Me Llamas (feat. Maluma) - Remix
88,89,Chance the Rapper,4998085,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2017,02,17,No Problem (feat. Lil Wayne & 2 Chainz)
89,90,Flo Rida,4980267,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,2017,02,17,Cake - Challenge Version
90,91,Bruno Mars,4948057,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017,02,17,Versace on the Floor
91,92,Sam Hunt,4945445,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2017,02,17,Body Like A Back Road
92,93,Childish Gambino,4940133,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017,02,17,Redbone
93,94,Twenty One Pilots,4915146,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017,02,17,Ride
94,95,21 Savage,4759619,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017,02,17,X (feat. Future)
95,96,Stanaj,4758699,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,2017,02,17,Romantic - NOTD Remix
96,97,Sean Paul,4754384,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,2017,02,17,No Lie
97,98,G-Eazy,4743512,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,2017,02,17,Some Kind Of Drug
98,99,Justin Bieber,4741472,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017,02,17,Love Yourself
99,100,Sia,4699279,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017,02,17,Cheap Thrills
100,101,Ozuna,4697317,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017,02,17,Dile Que Tu Me Quieres
101,102,Anuel AA,4692930,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017,02,17,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]"
102,103,Jonas Blue,4600701,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,2017,02,17,Perfect Strangers
103,104,Sia,4556683,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017,02,17,The Greatest
104,105,Alan Walker,4548615,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017,02,17,Faded
105,106,Desiigner,4472769,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2017,02,17,Panda
106,107,Drake,4446293,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017,02,17,Too Good
107,108,A R I Z O N A,4441714,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,2017,02,17,Oceans Away
108,109,Rae Sremmurd,4431907,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2017,02,17,Swang
109,110,Fifth Harmony,4417916,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017,02,17,Work from Home (feat. Ty Dolla $ign)
110,111,Carlos Vives,4395160,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017,02,17,La Bicicleta
111,112,Justin Bieber,4383231,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017,02,17,Sorry
112,113,Calvin Harris,4369403,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017,02,17,This Is What You Came For
113,114,gnash,4358763,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017,02,17,"i hate u, i love u (feat. olivia o'brien)"
114,115,Lauv,4341821,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,2017,02,17,The Other
115,116,Aaron Carter,4317374,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe,2017,02,17,Sooner Or Later
116,117,Travis Scott,4302054,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017,02,17,goosebumps
117,118,Rihanna,4277331,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,2017,02,17,Love On The Brain
118,119,Sebastian Yatra,4272153,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,2017,02,17,Traicionera
119,120,J. Cole,4176678,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2017,02,17,Deja Vu
120,121,Lukas Graham,4132553,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017,02,17,7 Years
121,122,Lil Wayne,4128690,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2017,02,17,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"
122,123,DVBBS,4110582,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,2017,02,17,Not Going Home
123,124,Adele,4097337,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2017,02,17,Hello
124,125,Drake,4096391,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,2017,02,17,Sneakin’
125,126,Nevada,4080020,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017,02,17,The Mack
126,127,San Holo,3994865,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,2017,02,17,Light
127,128,21 Savage,3992391,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,2017,02,17,No Heart
128,129,Rihanna,3987516,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017,02,17,Work
129,130,Charly Black,3986918,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,2017,02,17,Gyal You A Party Animal - Remix
130,131,Rob $tone,3923437,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,2017,02,17,Chill Bill
131,132,Drake,3918856,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2017,02,17,Controlla
132,133,Daddy Yankee,3899953,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,2017,02,17,La Rompe Corazones
133,134,Andy Grammer,3893776,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3,2017,02,17,Fresh Eyes
134,135,FRENSHIP,3866750,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017,02,17,Capsize
135,136,Dua Lipa,3859511,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol,2017,02,17,Be the One
136,137,Rihanna,3839086,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2017,02,17,Needed Me
137,138,Adele,3799144,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017,02,17,Send My Love (To Your New Lover)
138,139,Little Mix,3779530,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017,02,17,Shout Out to My Ex
139,140,Kungs,3706122,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,2017,02,17,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners
140,141,Don Omar,3704035,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,2017,02,17,Te Quiero Pa´Mi
141,142,Gucci Mane,3696277,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,2017,02,17,Both (feat. Drake)
142,143,Nick Jonas,3655988,https://open.spotify.com/track/4nDfc6F2uVcc6wdG7kBzWO,2017,02,17,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
143,144,XXXTENTACION,3618902,https://open.spotify.com/track/2oUuLLKS8WbF7ELJcwbqms,2017,02,17,Look at Me!
144,145,Chino & Nacho,3605292,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,2017,02,17,Andas En Mi Cabeza
145,146,Niall Horan,3591480,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2017,02,17,This Town
146,147,John Legend,3582194,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,2017,02,17,All of Me
147,148,Sam Smith,3581581,https://open.spotify.com/track/5Db9VIdDsN5yu3Eu7CT0i4,2017,02,17,Stay With Me
148,149,Beyoncé,3574193,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,2017,02,17,Halo
149,150,The Chainsmokers,3571626,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017,02,17,Setting Fires
150,151,DNCE,3540502,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017,02,17,Cake By The Ocean
151,152,Vice,3537121,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017,02,17,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)
152,153,Ariana Grande,3526711,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017,02,17,Into You
153,154,Daddy Yankee,3522607,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,2017,02,17,Shaky Shaky
154,155,Rag'n'Bone Man,3499093,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf,2017,02,17,Skin
155,156,Galantis,3490766,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,2017,02,17,Love on Me
156,157,Mike Perry,3450130,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017,02,17,The Ocean (feat. Shy Martin)
157,158,Young Thug,3412657,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,2017,02,17,pick up the phone
158,159,Sia,3399859,https://open.spotify.com/track/5fc6rQgAKiLutfUYWQ6QnJ,2017,02,17,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
159,160,James Bay,3394738,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,2017,02,17,Let It Go
160,161,Coldplay,3387500,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017,02,17,Hymn for the Weekend - Seeb Remix
161,162,Migos,3386392,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld,2017,02,17,Kelly Price (feat. Travis Scott)
162,163,Khalid,3375409,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017,02,17,Location
163,164,Migos,3371445,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2017,02,17,Slippery (feat. Gucci Mane)
164,165,Mura Masa,3371285,https://open.spotify.com/track/5v9N8Rx3QsFvr50cxyQcA3,2017,02,17,Love$ick
165,166,Hozier,3347525,https://open.spotify.com/track/0IqKeD8ZSP72KbGYyzEcAs,2017,02,17,Take Me To Church
166,167,Major Lazer,3339931,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017,02,17,Light It Up (feat. Nyla & Fuse ODG) - Remix
167,168,Farruko,3336816,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017,02,17,Chillax (feat. Ky-Mani Marley)
168,169,Major Lazer,3333560,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017,02,17,Lean On (feat. MØ & DJ Snake)
169,170,Passenger,3318718,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,2017,02,17,Let Her Go
170,171,Axwell /\ Ingrosso,3305503,https://open.spotify.com/track/11Fo4dAH31K7UZHGqCkCmE,2017,02,17,I Love You
171,172,ZAYN,3278130,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2017,02,17,PILLOWTALK
172,173,Desiigner,3262418,https://open.spotify.com/track/6E39QsoWB7JjphPF9xCQSN,2017,02,17,Outlet
173,174,Eminem,3248728,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,2017,02,17,"Lose Yourself - From ""8 Mile"" Soundtrack"
174,175,The Weeknd,3243484,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,2017,02,17,Six Feet Under
175,176,MØ,3228262,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017,02,17,Final Song
176,177,Calum Scott,3227180,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ,2017,02,17,Dancing On My Own
177,178,Enrique Iglesias,3190421,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2017,02,17,DUELE EL CORAZON
178,179,Flume,3178856,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,2017,02,17,Never Be Like You
179,180,DJ Snake,3148635,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017,02,17,Middle
180,181,Marian Hill,3133345,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,2017,02,17,Down
181,182,Zara Larsson,3133256,https://open.spotify.com/track/54LGxQGf5LPXNGjtzDZ5IE,2017,02,17,So Good (feat. Ty Dolla $ign)
182,183,Post Malone,3111580,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2017,02,17,White Iverson
183,184,Shawn Mendes,3108665,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,2017,02,17,Stitches
184,185,Ryan Gosling,3101547,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,2017,02,17,"City Of Stars - From ""La La Land"" Soundtrack"
185,186,Maluma,3088576,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,2017,02,17,Borro Cassette
186,187,Future,3085762,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2017,02,17,Low Life
187,188,Jonas Blue,3054814,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017,02,17,Fast Car
188,189,G-Eazy,3046299,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2017,02,17,"Me, Myself & I"
189,190,Sabrina Carpenter,3039572,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,2017,02,17,Thumbs
190,191,Chance the Rapper,3026088,https://open.spotify.com/track/6m9qPYXmhge2QhBLfFKnVF,2017,02,17,Same Drugs
191,192,The Weeknd,3019086,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,2017,02,17,The Hills
192,193,Thomas Gold,3007729,https://open.spotify.com/track/5abwHwUhywLGNli5NDcEN7,2017,02,17,Magic
193,194,Eminem,2980703,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2017,02,17,'Till I Collapse
194,195,Big Sean,2978707,https://open.spotify.com/track/1r0faljjM2b876iNoaDUh5,2017,02,17,Sacrifices
195,196,Oasis,2968304,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,2017,02,17,Wonderwall - Remastered
196,197,Burak Yeter,2935351,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017,02,17,Tuesday
197,198,Adele,2933368,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL,2017,02,17,When We Were Young
198,199,The Weeknd,2931129,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,2017,02,17,Sidewalks
199,200,Drake,2923879,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,2017,02,17,Hotline Bling
0,1,Ed Sheeran,53050188,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017,02,24,Shape of You
1,2,ZAYN,30212156,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017,02,24,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
2,3,Kygo,29318031,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017,02,24,It Ain't Me (with Selena Gomez)
3,4,The Chainsmokers,26910783,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017,02,24,Paris
4,5,Luis Fonsi,26006251,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017,02,24,Despacito (Featuring Daddy Yankee)
5,6,Martin Garrix,22617665,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017,02,24,Scared to Be Lonely
6,7,Katy Perry,20445862,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,2017,02,24,Chained To The Rhythm
7,8,Ed Sheeran,19573198,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2017,02,24,Castle on the Hill
8,9,Clean Bandit,19012645,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017,02,24,Rockabye (feat. Sean Paul & Anne-Marie)
9,10,The Weeknd,17968305,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017,02,24,I Feel It Coming
10,11,Julia Michaels,17187885,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017,02,24,Issues
11,12,James Arthur,16969619,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017,02,24,Say You Won't Let Go
12,13,The Weeknd,16945436,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017,02,24,Starboy
13,14,Starley,16292572,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017,02,24,Call On Me - Ryan Riback Extended Remix
14,15,The Chainsmokers,16280761,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017,02,24,Closer
15,16,Migos,15218094,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017,02,24,Bad and Boujee (feat. Lil Uzi Vert)
16,17,Major Lazer,13758798,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,2017,02,24,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
17,18,Shakira,13412908,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017,02,24,Chantaje (feat. Maluma)
18,19,Alessia Cara,13301498,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017,02,24,"How Far I'll Go - From ""Moana"""
19,20,Bruno Mars,13283582,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017,02,24,That's What I Like
20,21,Imagine Dragons,13118274,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017,02,24,Believer
21,22,Machine Gun Kelly,13061491,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017,02,24,Bad Things (with Camila Cabello)
22,23,Steve Aoki,12965543,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017,02,24,Just Hold On
23,24,Maroon 5,12355219,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017,02,24,Don't Wanna Know
24,25,AJR,11877212,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017,02,24,Weak
25,26,Martin Jensen,11865457,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017,02,24,Solo Dance
26,27,Drake,11820506,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017,02,24,Fake Love
27,28,DJ Snake,11720685,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017,02,24,Let Me Love You
28,29,Maroon 5,11487524,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017,02,24,Cold
29,30,Bruno Mars,11351944,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017,02,24,24K Magic
30,31,The Vamps,11347477,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2017,02,24,All Night
31,32,Jon Bellion,11309485,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017,02,24,All Time Low
32,33,Big Sean,11211872,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017,02,24,Bounce Back
33,34,Ed Sheeran,11027495,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,2017,02,24,How Would You Feel (Paean)
34,35,KYLE,10833362,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017,02,24,iSpy (feat. Lil Yachty)
35,36,Alok,10527282,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017,02,24,Hear Me Now
36,37,Drake,10432920,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017,02,24,One Dance
37,38,Nicky Jam,10287367,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,2017,02,24,El Amante
38,39,CNCO,9701364,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017,02,24,Reggaetón Lento (Bailemos)
39,40,Robin Schulz,9566443,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017,02,24,Shed a Light
40,41,Snakehips,9331622,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2017,02,24,Don't Leave
41,42,Post Malone,9020037,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017,02,24,Congratulations
42,43,Major Lazer,8998209,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017,02,24,Cold Water (feat. Justin Bieber & MØ)
43,44,Martin Garrix,8929256,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017,02,24,In the Name of Love
44,45,Sage The Gemini,8841515,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2017,02,24,Now and Later
45,46,Ariana Grande,8623580,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017,02,24,Side To Side
46,47,Zara Larsson,8259673,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017,02,24,I Would Like
47,48,Migos,8168550,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2017,02,24,T-Shirt
48,49,Rae Sremmurd,8047615,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017,02,24,Black Beatles
49,50,Calvin Harris,8040118,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017,02,24,My Way
50,51,Hailee Steinfeld,7500766,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017,02,24,Starving
51,52,Jax Jones,7284587,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,2017,02,24,You Don't Know Me - Radio Edit
52,53,Petit Biscuit,7255048,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017,02,24,Sunset Lover
53,54,Adele,7161516,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017,02,24,Water Under the Bridge
54,55,Bebe Rexha,7036360,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017,02,24,I Got You
55,56,Zion & Lennox,6876114,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017,02,24,Otra vez (feat. J Balvin)
56,57,Alan Walker,6844301,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017,02,24,Alone
57,58,Rag'n'Bone Man,6793483,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,2017,02,24,Human
58,59,Shawn Mendes,6445858,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017,02,24,Mercy
59,60,Aminé,6366607,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017,02,24,Caroline
60,61,J Balvin,6348390,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017,02,24,Safari
61,62,Lana Del Rey,6326802,https://open.spotify.com/track/0n2bvWvMwr0gbjcuTm92eW,2017,02,24,Love
62,63,John Legend,6265571,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017,02,24,Love Me Now
63,64,Twenty One Pilots,6147026,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017,02,24,Heathens
64,65,Isaiah,6113371,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017,02,24,It's Gotta Be You
65,66,Shawn Mendes,6111262,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017,02,24,Treat You Better
